SYMPTOM	78	100	2	5	5	1125656
SYMPTOM	79	100	2	5	4	1125656
PATIENT	80	100	2	5	6	1126784
TREATMENT	81	100	2	5	4	1127816
PATIENT	82	100	2	5	6	1129328
SYMPTOM	83	100	2	5	2	1129056
TREATMENT	84	100	2	5	3	1129056
VOTING	85	100	2	5	2	1130480
VOTING	86	100	2	5	2	1131264
PATIENT	87	100	2	5	10	1132104
VOTING	88	100	2	5	3	1132920
SYMPTOM	89	100	2	5	8	1132648
PHYSICIAN	90	100	2	5	3	1134552
TREATMENT	91	100	2	5	5	1134040
TREATMENT	92	100	2	5	12	1134072
PHYSICIAN	93	100	2	5	2	1135888
PATIENT	94	100	2	5	7	1136472
PATIENT	95	100	2	5	7	1137224
PATIENT	96	100	2	5	8	1138032
PHYSICIAN	97	100	2	5	2	1140064
SYMPTOM	98	100	2	5	2	1139552
TREATMENT	99	100	2	5	3	1139520
VOTING	0	100	2	5	1	1140568
PHYSICIAN	1	100	3	44	1	1146704
PATIENT	2	100	3	44	9	1148888
TREATMENT	3	100	3	44	12	1149208
SYMPTOM	4	100	3	44	5	1149768
PATIENT	5	100	3	44	12	1150880
SYMPTOM	6	100	3	44	9	1150616
SYMPTOM	7	100	3	44	4	1150616
PATIENT	8	100	3	44	7	1151664
PATIENT	9	100	3	44	5	1152464
SYMPTOM	10	100	3	44	3	1152272
PHYSICIAN	11	100	3	44	6	1154120
SYMPTOM	12	100	3	44	6	1153608
VOTING	13	100	3	44	12	1155344
TREATMENT	14	100	3	44	7	1155080
SYMPTOM	15	100	3	44	5	1155080
VOTING	16	100	3	44	6	1156128
SYMPTOM	17	100	3	44	6	1155848
TREATMENT	18	100	3	44	5	1155848
VOTING	19	100	3	44	2	1156960
TREATMENT	20	100	3	44	9	1156736
TREATMENT	21	100	3	44	4	1156688
PATIENT	22	100	3	44	11	1157832
SYMPTOM	23	100	3	44	2	1157568
PATIENT	24	100	3	44	5	1158616
SYMPTOM	25	100	3	44	5	1167888
PATIENT	26	100	3	44	11	1169000
PATIENT	27	100	3	44	12	1169808
VOTING	28	100	3	44	1	1170616
SYMPTOM	29	100	3	44	2	1170392
SYMPTOM	30	100	3	44	4	1170344
TREATMENT	31	100	3	44	2	1170344
PATIENT	32	100	3	44	6	1171392
PHYSICIAN	33	100	3	44	1	1172936
SYMPTOM	34	100	3	44	3	1172424
PATIENT	35	100	3	44	6	1173760
PATIENT	36	100	3	44	6	1174568
SYMPTOM	37	100	3	44	3	1174296
PHYSICIAN	38	100	3	44	1	1176112
PATIENT	39	100	3	44	9	1176768
PHYSICIAN	40	100	3	44	1	1178328
PATIENT	41	100	3	44	12	1178928
VOTING	42	100	3	44	3	1179736
SYMPTOM	43	100	3	44	5	1179464
PHYSICIAN	44	100	3	44	3	1181280
VOTING	45	100	3	44	2	1181848
SYMPTOM	46	100	3	44	9	1181576
TREATMENT	47	100	3	44	9	1181576
TREATMENT	48	100	3	44	5	1181576
SYMPTOM	49	100	3	44	8	1181624
PATIENT	50	100	3	44	11	1182656
TREATMENT	51	100	3	44	5	1182384
TREATMENT	52	100	3	44	5	1182384
VOTING	53	100	3	44	1	1183464
PHYSICIAN	54	100	3	44	2	1185008
PATIENT	55	100	3	44	13	1185576
SYMPTOM	56	100	3	44	2	1185304
TREATMENT	57	100	3	44	5	1185304
PHYSICIAN	58	100	3	44	2	1187120
VOTING	59	100	3	44	1	1187736
VOTING	60	100	3	44	2	1188624
TREATMENT	61	100	3	44	2	1188352
SYMPTOM	62	100	3	44	2	1188352
SYMPTOM	63	100	3	44	3	1188352
SYMPTOM	64	100	3	44	3	1188352
PATIENT	65	100	3	44	9	1189400
VOTING	66	100	3	44	1	1190208
TREATMENT	67	100	3	44	3	1189936
PHYSICIAN	68	100	3	44	1	1191752
PATIENT	69	100	3	44	6	1192368
PATIENT	70	100	3	44	6	1193128
PHYSICIAN	71	100	3	44	1	1194672
SYMPTOM	72	100	3	44	3	1194160
PATIENT	73	100	3	44	8	1195240
SYMPTOM	74	100	3	44	3	1194968
PHYSICIAN	75	100	3	44	1	1196888
TREATMENT	76	100	3	44	3	1196376
SYMPTOM	77	100	3	44	3	1196376
SYMPTOM	78	100	3	44	5	1196376
TREATMENT	79	100	3	44	2	1196424
VOTING	80	100	3	44	2	1197456
VOTING	81	100	3	44	1	1198264
SYMPTOM	82	100	3	44	3	1197992
PATIENT	83	100	3	44	6	1199072
PATIENT	84	100	3	44	5	1199880
PHYSICIAN	85	100	3	44	1	1201984
VOTING	86	100	3	44	2	1202552
PATIENT	87	100	3	44	5	1203360
PHYSICIAN	88	100	3	44	2	1204976
TREATMENT	89	100	3	44	2	1204400
SYMPTOM	90	100	3	44	4	1204400
VOTING	91	100	3	44	2	1205480
TREATMENT	92	100	3	44	5	1205208
PHYSICIAN	93	100	3	44	3	1207024
PATIENT	94	100	3	44	5	1207592
SYMPTOM	95	100	3	44	3	1207320
SYMPTOM	96	100	3	44	3	1207320
PATIENT	97	100	3	44	5	1208400
VOTING	98	100	3	44	1	1209256
VOTING	99	100	3	44	1	1210016
PHYSICIAN	0	100	3	44	1	1212136
PHYSICIAN	1	100	4	75	1	1216672
PATIENT	2	100	4	75	6	1218760
PATIENT	3	100	4	75	7	1219560
PATIENT	4	100	4	75	5	1220368
PATIENT	5	100	4	75	5	1221176
SYMPTOM	6	100	4	75	3	1221368
PHYSICIAN	7	100	4	75	2	1223176
PATIENT	8	100	4	75	6	1223744
VOTING	9	100	4	75	1	1225016
SYMPTOM	10	100	4	75	3	1224824
VOTING	11	100	4	75	1	1225896
SYMPTOM	12	100	4	75	4	1225624
SYMPTOM	13	100	4	75	2	1225624
VOTING	14	100	4	75	3	1226736
PHYSICIAN	15	100	4	75	1	1228312
SYMPTOM	16	100	4	75	3	1227800
PATIENT	17	100	4	75	5	1228912
TREATMENT	18	100	4	75	3	1229144
TREATMENT	19	100	4	75	4	1229144
PATIENT	20	100	4	75	5	1230272
SYMPTOM	21	100	4	75	2	1229952
TREATMENT	22	100	4	75	7	1229952
SYMPTOM	23	100	4	75	2	1229952
TREATMENT	24	100	4	75	2	1229952
TREATMENT	25	100	4	75	3	1229952
TREATMENT	26	100	4	75	2	1229952
SYMPTOM	27	100	4	75	3	1229952
PHYSICIAN	28	100	4	75	1	1231768
VOTING	29	100	4	75	1	1232336
TREATMENT	30	100	4	75	2	1232064
PATIENT	31	100	4	75	6	1233192
VOTING	32	100	4	75	1	1234016
VOTING	33	100	4	75	2	1234824
TREATMENT	34	100	4	75	5	1234552
VOTING	35	100	4	75	2	1235632
TREATMENT	36	100	4	75	4	1235360
PATIENT	37	100	4	75	10	1236472
VOTING	38	100	4	75	1	1237280
VOTING	39	100	4	75	1	1238088
TREATMENT	40	100	4	75	4	1237864
SYMPTOM	41	100	4	75	2	1237816
VOTING	42	100	4	75	1	1238896
PHYSICIAN	43	100	4	75	1	1240440
SYMPTOM	44	100	4	75	2	1239928
VOTING	45	100	4	75	1	1241008
PHYSICIAN	46	100	4	75	1	1242680
VOTING	47	100	4	75	1	1243248
PHYSICIAN	48	100	4	75	1	1244792
PATIENT	49	100	4	75	5	1245376
VOTING	50	100	4	75	1	1246136
PATIENT	51	100	4	75	5	1246944
VOTING	52	100	4	75	1	1247752
TREATMENT	53	100	4	75	2	1247480
SYMPTOM	54	100	4	75	2	1247480
PATIENT	55	100	4	75	6	1248560
TREATMENT	56	100	4	75	3	1248288
TREATMENT	57	100	4	75	3	1248288
VOTING	58	100	4	75	3	1265440
VOTING	59	100	4	75	1	1266296
SYMPTOM	60	100	4	75	2	1265976
PHYSICIAN	61	100	4	75	1	1267792
PHYSICIAN	62	100	4	75	1	1269096
PATIENT	63	100	4	75	6	1269664
TREATMENT	64	100	4	75	4	1269392
TREATMENT	65	100	4	75	2	1269392
PHYSICIAN	66	100	4	75	1	1271208
VOTING	67	100	4	75	1	1271776
PHYSICIAN	68	100	4	75	1	1273320
PHYSICIAN	69	100	4	75	3	1274696
TREATMENT	70	100	4	75	2	1274112
PATIENT	71	100	4	75	7	1275192
TREATMENT	72	100	4	75	4	1274920
TREATMENT	73	100	4	75	2	1274920
PHYSICIAN	74	100	4	75	1	1276736
TREATMENT	75	100	4	75	3	1276224
SYMPTOM	76	100	4	75	3	1276224
TREATMENT	77	100	4	75	5	1276224
PHYSICIAN	78	100	4	75	1	1278040
SYMPTOM	79	100	4	75	2	1277528
PATIENT	80	100	4	75	5	1278656
SYMPTOM	81	100	4	75	4	1278336
SYMPTOM	82	100	4	75	2	1278336
VOTING	83	100	4	75	1	1279416
PHYSICIAN	84	100	4	75	3	1281216
PATIENT	85	100	4	75	5	1281784
TREATMENT	86	100	4	75	2	1281512
PATIENT	87	100	4	75	8	1282592
PATIENT	88	100	4	75	5	1283912
PHYSICIAN	89	100	4	75	1	1285456
PATIENT	90	100	4	75	6	1286072
VOTING	91	100	4	75	1	1286832
TREATMENT	92	100	4	75	2	1286560
PHYSICIAN	93	100	4	75	1	1288376
PATIENT	94	100	4	75	5	1288944
PATIENT	95	100	4	75	9	1289752
SYMPTOM	96	100	4	75	5	1289480
SYMPTOM	97	100	4	75	5	1289480
TREATMENT	98	100	4	75	8	1289480
PATIENT	99	100	4	75	10	1290592
VOTING	0	100	4	75	7	1291416
PHYSICIAN	1	100	5	112	4	1295264
SYMPTOM	2	100	5	112	4	1295840
VOTING	3	100	5	112	3	1296984
SYMPTOM	4	100	5	112	3	1296712
TREATMENT	5	100	5	112	4	1296744
VOTING	6	100	5	112	2	1297824
PATIENT	7	100	5	112	7	1298632
TREATMENT	8	100	5	112	2	1298360
PHYSICIAN	9	100	5	112	1	1300176
SYMPTOM	10	100	5	112	5	1299696
PHYSICIAN	11	100	5	112	1	1301672
TREATMENT	12	100	5	112	3	1301096
PATIENT	13	100	5	112	11	1302240
TREATMENT	14	100	5	112	6	1301968
PHYSICIAN	15	100	5	112	1	1303784
TREATMENT	16	100	5	112	5	1303272
PATIENT	17	100	5	112	7	1304320
PATIENT	18	100	5	112	6	1305128
PATIENT	19	100	5	112	5	1305936
VOTING	20	100	5	112	1	1306776
SYMPTOM	21	100	5	112	3	1306560
SYMPTOM	22	100	5	112	4	1306512
PHYSICIAN	23	100	5	112	1	1308328
VOTING	24	100	5	112	1	1308960
SYMPTOM	25	100	5	112	3	1308688
VOTING	26	100	5	112	1	1309768
PATIENT	27	100	5	112	5	1310576
PHYSICIAN	28	100	5	112	1	1312120
SYMPTOM	29	100	5	112	5	1311608
VOTING	30	100	5	112	2	1312688
PHYSICIAN	31	100	5	112	3	1314304
VOTING	32	100	5	112	1	1314800
SYMPTOM	33	100	5	112	4	1314528
VOTING	34	100	5	112	1	1315608
PATIENT	35	100	5	112	8	1316416
VOTING	36	100	5	112	1	1317224
SYMPTOM	37	100	5	112	2	1316952
PHYSICIAN	38	100	5	112	1	1318896
TREATMENT	39	100	5	112	4	1318384
PATIENT	40	100	5	112	7	1319464
PHYSICIAN	41	100	5	112	1	1321080
VOTING	42	100	5	112	1	1321576
PHYSICIAN	43	100	5	112	2	1323120
TREATMENT	44	100	5	112	3	1322608
PATIENT	45	100	5	112	6	1323688
PATIENT	46	100	5	112	10	1324528
PATIENT	47	100	5	112	8	1325304
TREATMENT	48	100	5	112	2	1325032
PATIENT	49	100	5	112	5	1326112
VOTING	50	100	5	112	2	1326968
PATIENT	51	100	5	112	5	1327728
TREATMENT	52	100	5	112	2	1327456
PATIENT	53	100	5	112	6	1328536
TREATMENT	54	100	5	112	5	1328264
PHYSICIAN	55	100	5	112	1	1330080
TREATMENT	56	100	5	112	2	1329568
SYMPTOM	57	100	5	112	4	1329568
PHYSICIAN	58	100	5	112	1	1331208
PHYSICIAN	59	100	5	112	4	1332440
SYMPTOM	60	100	5	112	2	1331928
TREATMENT	61	100	5	112	4	1331976
PATIENT	62	100	5	112	6	1333008
SYMPTOM	63	100	5	112	2	1332736
PATIENT	64	100	5	112	8	1333816
SYMPTOM	65	100	5	112	5	1333544
PHYSICIAN	66	100	5	112	2	1335360
VOTING	67	100	5	112	1	1335928
TREATMENT	68	100	5	112	4	1335656
PATIENT	69	100	5	112	8	1336736
PATIENT	70	100	5	112	6	1337544
VOTING	71	100	5	112	1	1338400
PHYSICIAN	72	100	5	112	2	1339896
VOTING	73	100	5	112	1	1340464
VOTING	74	100	5	112	1	1341272
SYMPTOM	75	100	5	112	2	1341000
VOTING	76	100	5	112	1	1342080
SYMPTOM	77	100	5	112	2	1341808
TREATMENT	78	100	5	112	3	1341808
SYMPTOM	79	100	5	112	3	1341808
PATIENT	80	100	5	112	5	1342888
TREATMENT	81	100	5	112	4	1342664
SYMPTOM	82	100	5	112	3	1342616
VOTING	83	100	5	112	1	1343696
VOTING	84	100	5	112	1	1344760
TREATMENT	85	100	5	112	2	1344488
SYMPTOM	86	100	5	112	3	1344488
SYMPTOM	87	100	5	112	3	1344488
PATIENT	88	100	5	112	6	1345568
SYMPTOM	89	100	5	112	3	1345296
VOTING	90	100	5	112	1	1346376
PHYSICIAN	91	100	5	112	1	1347992
TREATMENT	92	100	5	112	4	1347408
PHYSICIAN	93	100	5	112	1	1349224
SYMPTOM	94	100	5	112	2	1348712
VOTING	95	100	5	112	1	1349792
VOTING	96	100	5	112	1	1350600
PATIENT	97	100	5	112	6	1351408
SYMPTOM	98	100	5	112	3	1351136
VOTING	99	100	5	112	1	1352216
PHYSICIAN	0	100	5	112	1	1353728
TREATMENT	1	100	6	152	4	1356152
VOTING	2	100	6	152	1	1357896
PATIENT	3	100	6	152	9	1358760
PHYSICIAN	4	100	6	152	2	1360984
PHYSICIAN	5	100	6	152	1	1362288
PATIENT	6	100	6	152	6	1362856
TREATMENT	7	100	6	152	3	1362584
PATIENT	8	100	6	152	8	1363664
SYMPTOM	9	100	6	152	2	1363456
PATIENT	10	100	6	152	6	1364568
SYMPTOM	11	100	6	152	3	1364376
PATIENT	12	100	6	152	7	1365408
TREATMENT	13	100	6	152	2	1365168
SYMPTOM	14	100	6	152	4	1365168
PATIENT	15	100	6	152	7	1366248
SYMPTOM	16	100	6	152	4	1365976
PATIENT	17	100	6	152	5	1367056
VOTING	18	100	6	152	1	1367896
VOTING	19	100	6	152	1	1368744
PHYSICIAN	20	100	6	152	1	1370320
PATIENT	21	100	6	152	8	1370936
TREATMENT	22	100	6	152	4	1370616
SYMPTOM	23	100	6	152	8	1370616
TREATMENT	24	100	6	152	6	1370616
PATIENT	25	100	6	152	9	1371696
PATIENT	26	100	6	152	10	1372536
VOTING	27	100	6	152	1	1373344
PHYSICIAN	28	100	6	152	1	1374888
PHYSICIAN	29	100	6	152	1	1376256
VOTING	30	100	6	152	1	1376824
SYMPTOM	31	100	6	152	5	1376600
VOTING	32	100	6	152	1	1377632
SYMPTOM	33	100	6	152	6	1377360
TREATMENT	34	100	6	152	4	1377360
SYMPTOM	35	100	6	152	2	1377360
SYMPTOM	36	100	6	152	3	1377360
TREATMENT	37	100	6	152	2	1377360
VOTING	38	100	6	152	1	1378440
VOTING	39	100	6	152	1	1379248
PHYSICIAN	40	100	6	152	2	1380792
PHYSICIAN	41	100	6	152	2	1382096
TREATMENT	42	100	6	152	2	1381632
SYMPTOM	43	100	6	152	5	1381584
TREATMENT	44	100	6	152	5	1381584
PHYSICIAN	45	100	6	152	1	1383400
VOTING	46	100	6	152	1	1384096
PHYSICIAN	47	100	6	152	3	1385640
TREATMENT	48	100	6	152	2	1385128
TREATMENT	49	100	6	152	2	1385128
PHYSICIAN	50	100	6	152	1	1386944
SYMPTOM	51	100	6	152	2	1386432
TREATMENT	52	100	6	152	5	1386432
VOTING	53	100	6	152	1	1387560
SYMPTOM	54	100	6	152	3	1387240
VOTING	55	100	6	152	1	1388320
VOTING	56	100	6	152	1	1389128
PATIENT	57	100	6	152	5	1389904
SYMPTOM	58	100	6	152	2	1389632
VOTING	59	100	6	152	3	1390712
SYMPTOM	60	100	6	152	3	1390440
PATIENT	61	100	6	152	6	1391520
PATIENT	62	100	6	152	8	1392328
PHYSICIAN	63	100	6	152	1	1393944
VOTING	64	100	6	152	1	1394440
TREATMENT	65	100	6	152	3	1394168
VOTING	66	100	6	152	1	1395248
TREATMENT	67	100	6	152	2	1394976
VOTING	68	100	6	152	1	1396056
VOTING	69	100	6	152	1	1396864
SYMPTOM	70	100	6	152	3	1396592
PATIENT	71	100	6	152	7	1397672
TREATMENT	72	100	6	152	2	1397400
VOTING	73	100	6	152	2	1398528
SYMPTOM	74	100	6	152	2	1398208
PHYSICIAN	75	100	6	152	1	1400024
VOTING	76	100	6	152	1	1400592
VOTING	77	100	6	152	1	1401400
PHYSICIAN	78	100	6	152	1	1403200
TREATMENT	79	100	6	152	4	1418760
PATIENT	80	100	6	152	10	1419872
PATIENT	81	100	6	152	7	1420648
TREATMENT	82	100	6	152	2	1420376
SYMPTOM	83	100	6	152	5	1420376
PHYSICIAN	84	100	6	152	1	1422264
PHYSICIAN	85	100	6	152	1	1423496
PATIENT	86	100	6	152	8	1424064
PHYSICIAN	87	100	6	152	1	1425608
VOTING	88	100	6	152	1	1426176
SYMPTOM	89	100	6	152	3	1425904
VOTING	90	100	6	152	1	1426984
PATIENT	91	100	6	152	5	1427792
SYMPTOM	92	100	6	152	4	1427520
PHYSICIAN	93	100	6	152	2	1429336
PHYSICIAN	94	100	6	152	1	1430640
VOTING	95	100	6	152	1	1431256
SYMPTOM	96	100	6	152	3	1430936
PATIENT	97	100	6	152	8	1432016
SYMPTOM	98	100	6	152	2	1431744
VOTING	99	100	6	152	2	1432824
PHYSICIAN	0	100	6	152	1	1434336
PATIENT	1	100	7	195	5	1439848
PHYSICIAN	2	100	7	195	1	1444472
TREATMENT	3	100	7	195	4	1445400
SYMPTOM	4	100	7	195	2	1446840
VOTING	5	100	7	195	2	1449360
PATIENT	6	100	7	195	10	1450192
TREATMENT	7	100	7	195	7	1449920
PHYSICIAN	8	100	7	195	2	1451736
SYMPTOM	9	100	7	195	3	1451224
VOTING	10	100	7	195	2	1452336
VOTING	11	100	7	195	1	1453232
PHYSICIAN	12	100	7	195	1	1454760
PATIENT	13	100	7	195	8	1455328
TREATMENT	14	100	7	195	5	1455088
TREATMENT	15	100	7	195	5	1455088
VOTING	16	100	7	195	1	1456168
SYMPTOM	17	100	7	195	2	1455928
PHYSICIAN	18	100	7	195	1	1457744
SYMPTOM	19	100	7	195	7	1457232
PATIENT	20	100	7	195	10	1458344
VOTING	21	100	7	195	3	1459264
TREATMENT	22	100	7	195	2	1458944
PATIENT	23	100	7	195	5	1459992
PHYSICIAN	24	100	7	195	1	1461536
PATIENT	25	100	7	195	8	1462104
TREATMENT	26	100	7	195	2	1461832
PATIENT	27	100	7	195	5	1462912
VOTING	28	100	7	195	2	1463720
VOTING	29	100	7	195	1	1464528
PATIENT	30	100	7	195	6	1465336
TREATMENT	31	100	7	195	5	1465112
PATIENT	32	100	7	195	7	1466144
PATIENT	33	100	7	195	5	1466952
PATIENT	34	100	7	195	6	1467760
PHYSICIAN	35	100	7	195	2	1469304
PHYSICIAN	36	100	7	195	1	1470608
PHYSICIAN	37	100	7	195	1	1471912
VOTING	38	100	7	195	2	1472480
PHYSICIAN	39	100	7	195	2	1474152
VOTING	40	100	7	195	3	1474720
VOTING	41	100	7	195	1	1475576
VOTING	42	100	7	195	1	1476336
PHYSICIAN	43	100	7	195	1	1477880
SYMPTOM	44	100	7	195	5	1477368
VOTING	45	100	7	195	1	1478448
PATIENT	46	100	7	195	7	1479256
TREATMENT	47	100	7	195	4	1478984
SYMPTOM	48	100	7	195	3	1478984
TREATMENT	49	100	7	195	6	1478984
VOTING	50	100	7	195	2	1480064
VOTING	51	100	7	195	1	1480920
PATIENT	52	100	7	195	12	1481712
PHYSICIAN	53	100	7	195	1	1483256
TREATMENT	54	100	7	195	3	1482744
PHYSICIAN	55	100	7	195	1	1484560
SYMPTOM	56	100	7	195	3	1484048
VOTING	57	100	7	195	1	1485128
TREATMENT	58	100	7	195	4	1484856
TREATMENT	59	100	7	195	2	1484856
PATIENT	60	100	7	195	6	1485904
VOTING	61	100	7	195	1	1486712
TREATMENT	62	100	7	195	2	1486488
PATIENT	63	100	7	195	6	1487520
TREATMENT	64	100	7	195	5	1487248
TREATMENT	65	100	7	195	2	1487248
SYMPTOM	66	100	7	195	2	1487248
VOTING	67	100	7	195	1	1488328
VOTING	68	100	7	195	1	1489136
PATIENT	69	100	7	195	7	1489944
TREATMENT	70	100	7	195	2	1489672
VOTING	71	100	7	195	2	1490752
SYMPTOM	72	100	7	195	3	1490528
VOTING	73	100	7	195	1	1491560
SYMPTOM	74	100	7	195	3	1491288
TREATMENT	75	100	7	195	3	1491288
PHYSICIAN	76	100	7	195	1	1493360
TREATMENT	77	100	7	195	3	1492848
TREATMENT	78	100	7	195	3	1492848
PHYSICIAN	79	100	7	195	1	1494664
PHYSICIAN	80	100	7	195	1	1495968
PHYSICIAN	81	100	7	195	2	1497272
SYMPTOM	82	100	7	195	6	1496760
TREATMENT	83	100	7	195	5	1496808
VOTING	84	100	7	195	1	1497840
PATIENT	85	100	7	195	9	1498648
PATIENT	86	100	7	195	10	1499488
PHYSICIAN	87	100	7	195	1	1501032
SYMPTOM	88	100	7	195	4	1500520
PHYSICIAN	89	100	7	195	1	1502336
PATIENT	90	100	7	195	6	1502872
PATIENT	91	100	7	195	6	1504704
TREATMENT	92	100	7	195	3	1504432
TREATMENT	93	100	7	195	3	1504480
VOTING	94	100	7	195	1	1505512
PHYSICIAN	95	100	7	195	1	1507056
PATIENT	96	100	7	195	8	1507624
SYMPTOM	97	100	7	195	2	1507352
SYMPTOM	98	100	7	195	4	1507352
PATIENT	99	100	7	195	6	1508432
PATIENT	0	100	7	195	8	1509248
PATIENT	1	100	8	236	10	1511784
TREATMENT	2	100	8	236	5	1512232
PATIENT	3	100	8	236	6	1513280
PHYSICIAN	4	100	8	236	1	1515672
PHYSICIAN	5	100	8	236	1	1516976
PATIENT	6	100	8	236	10	1517576
PATIENT	7	100	8	236	11	1518384
PATIENT	8	100	8	236	8	1519160
PHYSICIAN	9	100	8	236	1	1520704
PHYSICIAN	10	100	8	236	1	1522040
PATIENT	11	100	8	236	9	1522640
PATIENT	12	100	8	236	8	1523496
PATIENT	13	100	8	236	7	1524256
TREATMENT	14	100	8	236	3	1524016
PATIENT	15	100	8	236	7	1525096
PHYSICIAN	16	100	8	236	1	1526672
PHYSICIAN	17	100	8	236	4	1527976
PATIENT	18	100	8	236	9	1528544
PHYSICIAN	19	100	8	236	1	1530088
PHYSICIAN	20	100	8	236	4	1531392
TREATMENT	21	100	8	236	2	1530880
PATIENT	22	100	8	236	10	1531992
VOTING	23	100	8	236	1	1532848
VOTING	24	100	8	236	1	1533608
PHYSICIAN	25	100	8	236	1	1535152
PATIENT	26	100	8	236	9	1535688
PATIENT	27	100	8	236	7	1536496
PHYSICIAN	28	100	8	236	1	1538040
SYMPTOM	29	100	8	236	3	1537464
PATIENT	30	100	8	236	5	1538544
TREATMENT	31	100	8	236	3	1538272
SYMPTOM	32	100	8	236	2	1538272
PATIENT	33	100	8	236	5	1539352
SYMPTOM	34	100	8	236	4	1539128
SYMPTOM	35	100	8	236	3	1539080
TREATMENT	36	100	8	236	2	1539080
PATIENT	37	100	8	236	7	1540160
PATIENT	38	100	8	236	7	1540968
SYMPTOM	39	100	8	236	2	1540696
PHYSICIAN	40	100	8	236	1	1542512
PHYSICIAN	41	100	8	236	1	1543816
VOTING	42	100	8	236	1	1544384
SYMPTOM	43	100	8	236	3	1544112
PHYSICIAN	44	100	8	236	4	1545928
PHYSICIAN	45	100	8	236	1	1547456
PHYSICIAN	46	100	8	236	2	1548664
PHYSICIAN	47	100	8	236	1	1549968
VOTING	48	100	8	236	1	1550536
TREATMENT	49	100	8	236	3	1550264
VOTING	50	100	8	236	1	1551344
PATIENT	51	100	8	236	8	1552152
PATIENT	52	100	8	236	12	1552992
SYMPTOM	53	100	8	236	2	1552720
PATIENT	54	100	8	236	5	1553768
SYMPTOM	55	100	8	236	6	1553544
PHYSICIAN	56	100	8	236	1	1555312
SYMPTOM	57	100	8	236	2	1554800
TREATMENT	58	100	8	236	2	1554800
VOTING	59	100	8	236	1	1555880
VOTING	60	100	8	236	1	1556688
PHYSICIAN	61	100	8	236	1	1558232
PATIENT	62	100	8	236	5	1558800
SYMPTOM	63	100	8	236	5	1558528
SYMPTOM	64	100	8	236	2	1558528
SYMPTOM	65	100	8	236	4	1558528
TREATMENT	66	100	8	236	2	1558576
PHYSICIAN	67	100	8	236	1	1560344
